INFO 2025-06-05 20:06:01,384 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:02,595 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\click\globals.py first seen with mtime 1746756100.1215484
DEBUG 2025-06-05 20:06:02,595 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\engine.py first seen with mtime 1744117398.744232
DEBUG 2025-06-05 20:06:02,603 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\apps.py first seen with mtime 1747433460.2409742
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\files\temp.py first seen with mtime 1744117398.4939575
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\term.py first seen with mtime 1746756100.9847033
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions first seen with mtime 1747433460.376324
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models first seen with mtime 1747433460.3743243
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\widgets first seen with mtime 1747433460.377349
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018 first seen with mtime 1747433460.3713243
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018style first seen with mtime 1747433460.3733404
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\original first seen with mtime 1747433460.376324
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018\digraph.dot first seen with mtime 1747433460.3693247
DEBUG 2025-06-05 20:06:02,604 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018\label.dot first seen with mtime 1747433460.370324
DEBUG 2025-06-05 20:06:02,611 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018\relation.dot first seen with mtime 1747433460.3713243
DEBUG 2025-06-05 20:06:02,611 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018style\digraph.dot first seen with mtime 1747433460.3723478
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018style\label.dot first seen with mtime 1747433460.3733404
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\django2018style\relation.dot first seen with mtime 1747433460.3733404
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\original\digraph.dot first seen with mtime 1747433460.3743243
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\original\label.dot first seen with mtime 1747433460.3753388
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\graph_models\original\relation.dot first seen with mtime 1747433460.376324
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates\django_extensions\widgets\foreignkey_searchinput.html first seen with mtime 1747433460.377349
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\base.html first seen with mtime 1747866500.7866993
DEBUG 2025-06-05 20:06:02,614 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic first seen with mtime 1749135614.64858
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\about.html first seen with mtime 1747218959.0492914
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\add_pet.html first seen with mtime 1744127482.5695546
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\blog first seen with mtime 1747170923.8333924
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\booking.html first seen with mtime 1746746325.1514087
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\cancel_appointment.html first seen with mtime 1747595691.337812
DEBUG 2025-06-05 20:06:02,619 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\change_email.html first seen with mtime 1749135139.1718647
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\change_password.html first seen with mtime 1749134950.7511292
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\change_username.html first seen with mtime 1749134936.5734222
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\delete_pet.html first seen with mtime 1744125146.3238716
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\edit_pet.html first seen with mtime 1744125140.6054952
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email first seen with mtime 1747181503.7872655
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\home.html first seen with mtime 1747218070.0382216
DEBUG 2025-06-05 20:06:02,624 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\logged_out.html first seen with mtime 1744125132.0022497
DEBUG 2025-06-05 20:06:02,628 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\login.html first seen with mtime 1749135625.064901
DEBUG 2025-06-05 20:06:02,628 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\logout.html first seen with mtime 1744125126.1755025
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_complete.html first seen with mtime 1749135595.8145554
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_confirm.html first seen with mtime 1749135577.408914
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_done.html first seen with mtime 1749135569.0604606
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_email.html first seen with mtime 1749135611.5284724
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_form.html first seen with mtime 1749135561.0092876
DEBUG 2025-06-05 20:06:02,630 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\password_reset_subject.txt first seen with mtime 1749135617.3329546
DEBUG 2025-06-05 20:06:02,634 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile.html first seen with mtime 1747172080.0394018
DEBUG 2025-06-05 20:06:02,634 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile_dashboard.html first seen with mtime 1747224000.251721
DEBUG 2025-06-05 20:06:02,634 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile_tab_history.html first seen with mtime 1747220356.0410578
DEBUG 2025-06-05 20:06:02,636 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile_tab_info.html first seen with mtime 1749135488.6458354
DEBUG 2025-06-05 20:06:02,637 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile_tab_pets.html first seen with mtime 1747222007.8280778
DEBUG 2025-06-05 20:06:02,637 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\profile_tab_upcoming.html first seen with mtime 1747220335.0424383
DEBUG 2025-06-05 20:06:02,637 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\register.html first seen with mtime 1746748871.4305909
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\vet_profile.html first seen with mtime 1747171823.0100217
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\blog\create.html first seen with mtime 1747169449.8397665
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\blog\detail.html first seen with mtime 1747170892.5310788
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\blog\edit.html first seen with mtime 1747170926.5271907
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\blog\list.html first seen with mtime 1747179714.6908665
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_confirmation.html first seen with mtime 1746749694.9582899
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_confirmation.txt first seen with mtime 1746757274.8856287
DEBUG 2025-06-05 20:06:02,638 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_reminder.html first seen with mtime 1746749701.6595626
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_reminder.txt first seen with mtime 1746757242.412964
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\vet_appointment_notification.html first seen with mtime 1747181507.1069517
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates\admin first seen with mtime 1746895876.4715886
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates\admin\djcelery first seen with mtime 1746895876.4725895
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates\admin\djcelery\change_list.html first seen with mtime 1746895876.4725895
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates\admin\djcelery\change_periodictask_form.html first seen with mtime 1746895876.473574
DEBUG 2025-06-05 20:06:02,644 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\de\LC_MESSAGES\django.mo first seen with mtime 1746895876.439692
DEBUG 2025-06-05 20:06:02,652 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\es\LC_MESSAGES\django.mo first seen with mtime 1746895876.4417055
DEBUG 2025-06-05 20:06:02,654 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\fa\LC_MESSAGES\django.mo first seen with mtime 1746895876.4437203
DEBUG 2025-06-05 20:06:02,654 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1746895876.4449768
DEBUG 2025-06-05 20:06:02,654 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\ko\LC_MESSAGES\django.mo first seen with mtime 1746895876.4469924
DEBUG 2025-06-05 20:06:02,654 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1746895876.448984
DEBUG 2025-06-05 20:06:02,658 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1746895876.4509914
DEBUG 2025-06-05 20:06:02,660 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\da\LC_MESSAGES\django.mo first seen with mtime 1747433460.28468
DEBUG 2025-06-05 20:06:02,660 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\de\LC_MESSAGES\django.mo first seen with mtime 1747433460.2881963
DEBUG 2025-06-05 20:06:02,663 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\el\LC_MESSAGES\django.mo first seen with mtime 1747433460.2911935
DEBUG 2025-06-05 20:06:02,664 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\en\LC_MESSAGES\django.mo first seen with mtime 1747433460.293192
DEBUG 2025-06-05 20:06:02,664 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\es\LC_MESSAGES\django.mo first seen with mtime 1747433460.2941923
DEBUG 2025-06-05 20:06:02,666 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1747433460.2961922
DEBUG 2025-06-05 20:06:02,666 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\hu\LC_MESSAGES\django.mo first seen with mtime 1747433460.2988305
DEBUG 2025-06-05 20:06:02,668 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\id\LC_MESSAGES\django.mo first seen with mtime 1747433460.2998543
DEBUG 2025-06-05 20:06:02,668 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\it\LC_MESSAGES\django.mo first seen with mtime 1747433460.3018363
DEBUG 2025-06-05 20:06:02,668 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ja\LC_MESSAGES\django.mo first seen with mtime 1747433460.3038352
DEBUG 2025-06-05 20:06:02,668 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1747433460.3048353
DEBUG 2025-06-05 20:06:02,668 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1747433460.30634
DEBUG 2025-06-05 20:06:02,674 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1747433460.3083444
DEBUG 2025-06-05 20:06:02,674 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ro\LC_MESSAGES\django.mo first seen with mtime 1747433460.310347
DEBUG 2025-06-05 20:06:02,677 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1747433460.3123457
DEBUG 2025-06-05 20:06:04,120 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0002_auto_20161118_0346.py first seen with mtime 1746895876.453977
DEBUG 2025-06-05 20:06:04,120 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0006_auto_20180210_1226.py first seen with mtime 1746895876.4571066
DEBUG 2025-06-05 20:06:04,125 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1744117395.91805
DEBUG 2025-06-05 20:06:04,125 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0012_userprofile.py first seen with mtime 1747219967.0583086
DEBUG 2025-06-05 20:06:04,125 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0010_update_vet_emails.py first seen with mtime 1747181566.1542985
DEBUG 2025-06-05 20:06:04,125 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1744117395.9190533
DEBUG 2025-06-05 20:06:04,125 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1744117396.592275
DEBUG 2025-06-05 20:06:04,135 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1744117396.5948074
DEBUG 2025-06-05 20:06:04,135 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1744117396.5937905
DEBUG 2025-06-05 20:06:04,140 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0009_delete_service.py first seen with mtime 1747172582.9470928
DEBUG 2025-06-05 20:06:04,140 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1744117396.5882742
DEBUG 2025-06-05 20:06:04,144 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0016_alter_crontabschedule_timezone.py first seen with mtime 1746895876.468065
DEBUG 2025-06-05 20:06:04,144 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1744117395.9170504
DEBUG 2025-06-05 20:06:04,154 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0007_alter_appointment_unique_together_and_more.py first seen with mtime 1747169881.882562
DEBUG 2025-06-05 20:06:04,157 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\booking\migrations\__init__.py first seen with mtime 1744117592.6306565
DEBUG 2025-06-05 20:06:04,157 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1744117396.5948074
DEBUG 2025-06-05 20:06:04,160 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1744117396.5912714
DEBUG 2025-06-05 20:06:04,162 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\_typing.py first seen with mtime 1744245294.209797
DEBUG 2025-06-05 20:06:04,164 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0011_update_tashetova_email.py first seen with mtime 1747181941.5662494
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\__init__.py first seen with mtime 1744225293.499706
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0008_auto_20180914_1922.py first seen with mtime 1746895876.4606588
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0017_alter_crontabschedule_month_of_year.py first seen with mtime 1746895876.468065
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0003_auto_20161209_0049.py first seen with mtime 1746895876.4550903
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0010_auto_20190429_0326.py first seen with mtime 1746895876.4628139
DEBUG 2025-06-05 20:06:04,166 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\__init__.py first seen with mtime 1746895876.4705887
DEBUG 2025-06-05 20:06:04,175 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\stringprep.py first seen with mtime 1696831140.9617262
DEBUG 2025-06-05 20:06:04,175 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1744117398.249946
DEBUG 2025-06-05 20:06:04,176 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1744117396.586274
DEBUG 2025-06-05 20:06:04,181 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1744117396.592275
DEBUG 2025-06-05 20:06:04,183 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1744117396.5902731
DEBUG 2025-06-05 20:06:04,185 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\_imaging.cp311-win_amd64.pyd first seen with mtime 1744245294.1847374
DEBUG 2025-06-05 20:06:04,185 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0001_initial.py first seen with mtime 1744225293.5036297
DEBUG 2025-06-05 20:06:04,185 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\wsgi.py first seen with mtime 1744117449.588747
DEBUG 2025-06-05 20:06:04,191 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\_util.py first seen with mtime 1744245294.210341
DEBUG 2025-06-05 20:06:04,192 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0001_initial.py first seen with mtime 1746895876.4529912
DEBUG 2025-06-05 20:06:04,194 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0005_vet_email.py first seen with mtime 1746755689.6614976
DEBUG 2025-06-05 20:06:04,196 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0006_auto_20180322_0932.py first seen with mtime 1746895876.458106
DEBUG 2025-06-05 20:06:04,196 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0011_auto_20190508_0153.py first seen with mtime 1746895876.4638126
DEBUG 2025-06-05 20:06:04,198 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0013_auto_20200609_0727.py first seen with mtime 1746895876.4650648
DEBUG 2025-06-05 20:06:04,200 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0008_service.py first seen with mtime 1747172402.747163
DEBUG 2025-06-05 20:06:04,200 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0019_alter_periodictasks_options.py first seen with mtime 1746895876.4695692
DEBUG 2025-06-05 20:06:04,200 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1744117396.587275
DEBUG 2025-06-05 20:06:04,204 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1744117396.5937905
DEBUG 2025-06-05 20:06:04,204 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1744117398.249946
DEBUG 2025-06-05 20:06:04,204 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0018_improve_crontab_helptext.py first seen with mtime 1746895876.4695692
DEBUG 2025-06-05 20:06:04,207 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\encodings\idna.py first seen with mtime 1696831134.4163954
DEBUG 2025-06-05 20:06:04,207 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0002_vet_photo.py first seen with mtime 1744245385.0585012
DEBUG 2025-06-05 20:06:04,207 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1744117396.7919545
DEBUG 2025-06-05 20:06:04,207 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1744117398.0179727
DEBUG 2025-06-05 20:06:04,216 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0006_blogpost.py first seen with mtime 1747169146.047802
DEBUG 2025-06-05 20:06:04,216 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0015_edit_solarschedule_events_choices.py first seen with mtime 1746895876.4670825
DEBUG 2025-06-05 20:06:04,216 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0006_periodictask_priority.py first seen with mtime 1746895876.458106
DEBUG 2025-06-05 20:06:04,216 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0003_doctor.py first seen with mtime 1746749643.2265897
DEBUG 2025-06-05 20:06:04,226 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1744117396.7899568
DEBUG 2025-06-05 20:06:04,226 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1744117395.91805
DEBUG 2025-06-05 20:06:04,226 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0004_alter_vet_phone_number_delete_doctor.py first seen with mtime 1746749725.0219493
DEBUG 2025-06-05 20:06:04,232 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1744117396.5902731
DEBUG 2025-06-05 20:06:04,234 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0014_remove_clockedschedule_enabled.py first seen with mtime 1746895876.4660816
